region_name,Station,longitude,latitude,date,time,Twilight,net,mesh (um),net diamter (m),tow depth (m),bottom depth(m),volume (m3),CTD,Polychaeta,Amphipoda,Cirripedia,Cladocera,Copepoda,Cumacea,Anomura,Brachyura,Caridea,Pleocyemata,Euphausiacea,Isopoda,Mysida,Ostracoda,Bryozoa,Chaetognatha,Anthozoa,Hydromedusa,Siphonophora,Scyphozoa,Ctenophora,Echinodermata,Bivalva,Cephalopoda,Gastropoda,Pteropoda,Nemertea,Phoronida,Pisces,Platyhelminthes,Protozoa,Sipuncula,Appendicularia,Thaliacea,Animalia
Northern Vancouver Island Shelf,LJ02,-127.041,49.74,2002-07-05,17:08,Daylight,Bongo VNH,236,0.56,70,78,21.86,129,1.17109,0,0.58554,0,13.43984,0,0,0,0,0,2.36706,0,0,0,0,0.41427,0,3.14272,0,0,0.76157,0,0.00351,0,0.58554,2.23971,0,0,1.93641,0,0.01874,0,1.11289,0,0
Southern Vancouver Island Shelf (Stations B and D),D2,-125.952,48.886,2002-08-05,1:34,Night,Bongo VNH,236,0.56,56,65,20.17,132,0.25384,0,0.12692,0,27.90675,0,0,0,0.01606,0,2.87932,0,0.07933,0,0,0.78959,0,3.4358,0,0,0.06227,0.1339,0,0,0,4.31532,0,0,0,0,0.02031,0,1.82192,0,0
Southern Vancouver Island Shelf (Stations B and D),D1,-125.785,48.973,2002-08-05,2:50,Night,Bongo VNH,236,0.56,38,42,16.33,135,3.13533,0.1286,9.71953,0,10.54581,0.69442,0.06099,0.06859,0.34421,0,5.13435,0,0.11758,0,0,0.40576,0,7.65462,0,0,0.30765,0,0.01411,0,0.04076,18.65524,0.61139,0,0.8316,0,0,0,2.08879,0,0
Central Strait of Georgia,GEO1,-123.748,49.25,2002-08-05,11:00,Daylight,SCOR VNH,236,0.56,100,400,22.71,,3.51264,0,0.56363,0,18.50158,0,0,0,0,0,19.77455,1.07089,0,0.84544,0.01099,0.676,0,10.33025,1.60881,0,0.66367,0.11328,0,0,0,1.19771,0,0.16909,1.52707,0,0,0,7.34972,0,0
Southern Vancouver Island Shelf (Stations B and D),LG07,-127.118,48.99,2002-09-05,20:58,Daylight,Bongo VNH,236,0.56,231,1700,113.19,6,0,0.80572,1.08561,0,36.43291,0.0458,0,3.03914,2.69989,0,4.81908,0,0,0,0,5.50692,0,0,0,0,0.17754,0,0.0095,0,0.02352,6.13623,0,0,1.45154,0,0.04342,0,1.01832,0,0
Southern Vancouver Island Shelf (Stations B and D),LG04,-126.781,49.216,2002-10-05,2:32,Night,Bongo VNH,236,0.56,115,133,46.57,7,0.06047,0,1.20936,0,35.50711,0,0,0,0.02783,0,9.66682,0,0,0,0,0.50882,0,6.78978,0.74709,0,0.10788,0,0,0,0.00715,1.86901,0,0,0.14752,0.21439,0.01759,0,0.45901,0,0
Central Strait of Georgia,GEO1,-123.748,49.25,2002-05-06,11:00,Daylight,SCOR VNH,236,0.56,100,400,22.71,,2.17631,0.41004,0.39454,0,4.94459,0,0.0317,0.69132,0.02853,0,0.6797,0,0,0.84544,0,0.91854,0,6.91325,2.26421,0,0.22122,0,0.00085,0,0.02198,4.19199,0,0,0.04315,0,0,0,0.06622,0,0
Southern Vancouver Island Shelf (Stations B and D),EP01,-126.526,49.352,2002-06-17,7:28,Daylight,Bongo VNH,253,0.58,30,35,11.8,7,3.68814,0,4.5017,0.01356,4.75522,0,0.16721,0.69492,0.08085,0,0.00814,0,0,0,0,0,0,69.77966,0,0,0.10644,0.08136,0.06183,0,0.07756,2.7661,0,0.16271,0.03559,0,0.06942,0,3.41695,0.00678,0
Southern Vancouver Island Shelf (Stations B and D),EP02,-126.598,49.31,2002-06-17,9:25,Daylight,Bongo VNH,253,0.58,70,85,27.67,10,3.33069,0.31225,2.96061,0,26.3067,0,0,0.66581,0,0,1.21871,0,0,0,0,0.06519,0,27.03001,0,0,1.92381,0.07772,0.00555,0,0.01203,1.17962,0,0,0.00506,0,0,0,1.41902,0,0
Southern Vancouver Island Shelf (Stations B and D),EP03,-126.674,49.277,2002-06-17,11:35,Daylight,Bongo VNH,253,0.58,90,109,25.35,13,0,0,0.30296,0,13.47889,0,0,1.32023,0.57025,0,3.18864,0,0,0,0,0.20134,0,18.78815,0,0,4.41058,0,0,0,0.01313,1.28757,0,0,0.00316,0,0,0,0.05049,0,0
Saanich Inlet,PBJ,-123.5,48.667,2002-06-17,14:10,Daylight,SCOR VNH,236,0.56,100,110,17.28,7,2.85555,1.31944,4.29629,0.2963,14.40462,0,0.08333,0.59005,0.14583,0.19653,0.49815,0,0,0,0,8.00324,0,19.10185,3.07898,0,0.58148,0.42222,0.04,0,0.03852,0,0,0.11111,0.02604,0,0.02533,0,7.77778,0,0
Southern Vancouver Island Shelf (Stations B and D),EP04,-126.759,49.256,2002-06-17,14:25,Daylight,Bongo VNH,253,0.58,120,140,42.18,16,0,0.40967,0.24277,0,18.62034,0,0,0.18321,0.01536,0,1.32252,0,0,0,0,0.31579,0,4.0441,0.02798,0,1.63831,0,0,0,1.21385,4.24846,0,0,0.17544,0,0,0,0.09104,0,0
Saanich Inlet,PBJ,-123.5,48.667,2002-06-17,15:07,Daylight,SCOR VNH,236,0.56,100,110,13.05,11,3.63893,1.74713,7.06207,0.31878,9.6694,0,0,0.7813,1.32107,0.43004,12.40858,0,0,0,0,5.07219,0,33.7502,4.60155,0,0,0,0.02648,0.09195,0.14026,0.83372,0,0,0,0,0,0,9.61226,0,0
Saanich Inlet,PBJ,-123.5,48.667,2002-06-17,16:06,Daylight,SCOR VNH,236,0.56,100,110,17.46,15,2.15532,1.78694,5.93815,0.18328,11.90032,0,0,0,0.28866,0,11.13952,0,0,0,0,7.25223,0,20.12829,3.12275,0,0,0.41787,0.02199,0,0.04765,1.24628,0,0.10997,0,0,0.05014,0,8.46735,0,0
Saanich Inlet,PBJ,-123.5,48.667,2002-06-17,17:07,Daylight,SCOR VNH,236,0.56,100,110,15.31,18,2.12776,0.86218,4.09667,0.22991,13.03448,0,0.09406,0,0.1646,0.65918,17.14487,0,0,0,0,7.22351,0,33.42716,5.21442,0,0,0,0.02257,0,0.06521,1.42129,0,0.25082,0,0,0.11437,0,13.80953,0,0
Southern Vancouver Island Shelf (Stations B and D),EP05,-126.823,49.21,2002-06-17,17:33,Daylight,Bongo VNH,253,0.58,130,146,36.18,19,0,0.33168,0.08845,0,10.15348,0,0,0,0.02637,0,0.13665,0.01592,0,0,0,0.00973,0,7.80902,0,0,1.19359,0,0,0,0.0092,3.69707,0,0,0.2681,0,0.01698,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,19:07,Daylight,SCOR VNH,236,0.56,100,110,16.44,22,3.90463,0.80292,5.2944,0.40876,14.34062,0,0,0.55961,0.30657,0.13772,9.84137,0,0,0,0,7.90267,0,26.14842,4.41752,0,0.3056,0,0.01635,0,0.05217,0.9927,0,0.11679,0,0,0.05326,0,13.89781,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,19:07,Daylight,SCOR VNH,236,0.56,100,110,18.19,26,6.46971,1.71523,9.14788,0.56295,13.7019,0,0.13392,0.30765,0.41561,0.43563,12.69972,0,0,0,0,5.15976,0,30.48214,4.17324,0,1.41617,0.35466,0.02955,0,0.05489,1.19626,0,0,0.0022,0,0,0,19.00122,0,0
Southern Vancouver Island Shelf (Stations B and D),EP06,-126.904,49.167,2002-06-17,19:47,Daylight,Bongo VNH,253,0.58,150,192,63.19,22,0,0.54692,0,0,123.80695,0,0.25928,0.81443,0.20826,0,4.42475,0,0,0,0,0.48236,0,5.97247,0,0,0.31803,0,0,0,0,2.91691,0,0,0.26033,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,20:09,Daylight,SCOR VNH,236,0.56,100,110,18.88,30,4.70847,1.20763,12.40678,0.59322,10.88423,0,0,0.93178,0.13347,0.22945,18.44195,0,0,0,0,9.88474,0,213.11738,1.96508,0,1.36441,0.2278,0.01627,0,0.04407,0.86441,0,0,0.00212,0,0.06956,0,7.11864,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,21:12,Daylight,SCOR VNH,236,0.56,100,110,14.55,34,3.78282,4.1699,8.79725,0.61581,32.00572,0,0,1.2646,0.34639,0.92701,7.94778,0,0,0,0,7.66186,0,59.56563,9.01284,0,0,0.3255,0.04751,0,0.06862,0.74777,0,0,0,0,0,0,32.08137,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,22:09,Daylight,SCOR VNH,236,0.56,100,110,15.68,38,1.97066,2.90816,5.55102,0.10204,16.58774,0,0.09184,0.65025,3.43366,0.43009,8.53061,0,0,0,0,10.45102,0,3.81378,1.92066,0,0,0,0.02204,0,0.03184,2.77551,0,0.2449,0.00255,0,0.05584,0,10.1102,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-17,23:17,Night,SCOR VNH,236,0.56,100,110,13.27,42,2.57401,0.24868,4.05124,0.07234,14.89619,0,0.02713,0.17332,0.09495,0.38025,1.04959,0,0,0,0,2.63195,0,22.02261,2.68945,0,0.48531,1.18884,0.02604,0,0.07717,2.04974,0.24115,0,0,0,0.32989,0,24.01869,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,0:09,Night,SCOR VNH,236,0.56,100,110,14.87,46,8.78184,1.02004,2.58238,0.17216,16.11029,0,0.04842,0.31419,0.08473,0.03806,0.59529,0,0,0,0,1.87223,0,18.00403,2.16183,0,1.0351,0.70758,0.02841,0,0,0.36584,0,0,0,0,0.02944,0,6.92939,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,1:06,Night,SCOR VNH,236,0.56,100,110,15.6,50,6.40333,0,6.15384,0.10256,9.30649,0,0,11.55103,0.04038,0.57744,1.91076,0,0,0,0,6.77898,0,30.85383,5.45868,35.64103,0.32205,0.06892,0.00492,0,0.02133,0.34872,0,0,0,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,2:06,Night,SCOR VNH,236,0.56,100,110,11.59,54,8.90146,2.61743,11.48576,0.33132,19.73755,0,0,47.00258,0.86972,0.29301,5.35081,0,0.22373,0,0,11.79293,0,35.07161,5.47176,0,0,0.18554,0.09277,0,0.11486,3.75496,0,0,0,0,0.15108,0,31.21864,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,4:09,Daylight,SCOR VNH,236,0.56,100,110,16.3,62,7.35018,0,11.62209,0.35337,20.95274,0,0,9.48441,0.63116,0.88491,3.92295,0,0,0,0,6.85497,0,64.33621,6.88638,0,0.31804,0.26385,0.03769,0,0.16334,0,0,0,0,0,0.05026,0,7.69571,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,7:07,Daylight,SCOR VNH,236,0.56,100,110,14.8,71,4.48353,1.54054,12.02162,0.58378,18.49448,0,0,0,0.17027,0.97784,6.66757,0,0,0,0,6.01027,0,47.81555,4.81665,0,1.74054,0.50854,0.04151,0,0.24995,0.73514,0.21622,0.12973,0,0,0.38262,0,20.39784,0,0
Southern Vancouver Island Offshore,EP11,-127.924,48.629,2002-06-18,7:48,Daylight,Bongo VNH,253,0.58,150,1500,37.81,27,0.48834,0.8036,0,0,49.07356,0,0,0.46369,0.21127,0,1.81582,0,0,0.02116,0,3.20169,0,1.34568,0.18725,0,0,0,0,0,0.0022,0.35969,0,0,1.60911,0,0.39389,0,0.01693,0.0529,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,9:08,Daylight,SCOR VNH,236,0.56,100,110,17.75,79,3.30276,0,4.39887,0.45071,14.97089,0,0.04056,0.12958,0.14197,0.34805,3.05038,1.37014,0,0,0,4.02457,0,21.83325,2.64793,0,0.58411,0.00613,0.01947,0,0.78963,0.61296,0.18028,0,0,0,0.1973,0,9.59099,0,0
Southern Vancouver Island Offshore,EP10,-127.691,48.766,2002-06-18,10:08,Daylight,Bongo VNH,253,0.58,150,1500,39.28,30,0.25947,0.21385,0,0,9.71898,0,0,1.25255,0.33503,0,2.12932,0.00733,0,0,0,3.06334,0,3.90937,0.444,0,0,0,0,0,0,0.20774,0,0,0.5364,0,0.10688,0,0.02852,0.00815,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,11:07,Daylight,SCOR VNH,236,0.56,100,110,16.22,87,2.29643,0.70284,6.8656,0.23674,9.85793,0,0.08878,0.53637,0.23305,0.16843,2.309,0,0,0,0,4.66313,0,28.39026,4.43803,0,1.27842,0.10022,0.00947,0,0.02052,0,0,0.11837,0,0,0.05398,0,10.02318,0,0
Southern Vancouver Island Offshore,EP09,-127.435,48.896,2002-06-18,12:37,Daylight,Bongo VNH,253,0.58,150,1500,33.68,33,0,1.06651,0,0,20.36986,0,0,0,0.0769,0,1.36698,0,0,0,0.00124,4.34395,0,0.45131,0,0,0,0,0,0,0,1.68646,0,0,0.37856,0,0.42053,0,0.0285,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,13:08,Daylight,SCOR VNH,236,0.56,100,110,17.46,95,3.78282,0,8.50401,0.18328,19.20735,0,0.13951,0,0.57732,0.77251,5.62383,2.7858,0,0,0,10.40778,0,31.57847,5.0181,0,0.57549,0.24632,0.06158,0,0.05718,0.62314,0,0,0,0,0,0,19.06071,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,15:09,Daylight,SCOR VNH,236,0.56,100,110,12.87,102,4.48548,1.02564,12.9293,0.14919,15.05564,0,0.18928,12.11344,0.39161,1.13597,7.74452,0,0,0,0,12.54452,0,45.44211,11.53915,0,0,0.46546,0.07161,0,0.10343,0.84538,0,0,0,0,0,0,22.3453,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,19:06,Daylight,SCOR VNH,236,0.56,100,110,17.39,118,0.58884,0.75906,4.04831,0.38643,10.30182,0,0,1.47211,0.28982,0.51799,8.88926,0,0,0,0,4.26912,0,19.02703,3.749,0,0,0.18549,0.00662,0,0.06698,0.93847,0,0,0,0,0,0,10.09683,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-18,23:08,Night,SCOR VNH,236,0.56,100,110,16.59,132,10.53936,0,9.5672,0.81012,25.62619,0,0,0,0.1519,1.96142,1.60819,0,0,0,0,10.1801,0,26.28571,12.92142,0,8.03954,0.89268,0.01389,0,0.06018,0,0,0,0.00241,0,0,0,19.49512,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-19,3:05,Night,SCOR VNH,236,0.56,100,110,18.74,150,6.84057,4.05208,4.71292,0.32444,8.97571,0,0.15368,1.03501,0.26894,0.12081,3.0032,0,0.13837,0,0,10.48111,0,75.39809,3.59283,0,0.53618,0.17212,0.07582,0,0.07104,3.77375,0,0,0,0,0.09344,0,15.62092,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-19,7:06,Daylight,SCOR VNH,236,0.56,100,110,13.78,168,3.89608,2.20145,1.30044,0.23222,12.38607,0,0,0.0053,0.18287,0.24645,8.64414,0.0836,0,0,0,8.68912,0,15.18432,4.57376,0,0.93468,0.24198,0.01393,0,0.03808,0,0,0,0,0,0,0,9.94021,0,0
Northern Vancouver Island Offshore,T13,-130.338,50.307,2002-06-19,7:19,Daylight,Bongo VNH,253,0.58,150,1000,58.05,36,0,1.07494,0,0,33.47365,0,0,0,0,0,0.11135,0,0,0,0,1.55921,0,2.01482,0.08131,0,0,0,0,0,0,1.85495,0,0,0.06184,0,0.03881,0,0,0,0
Northern Vancouver Island Offshore,T12,-130.157,50.377,2002-06-19,9:19,Daylight,Bongo VNH,253,0.58,150,1000,41.79,39,0,0.50969,0,0,9.96545,0,0,0.65805,0.89448,0,0.06854,0,0,0,0,1.82992,0,3.38503,0.11295,0,0,0,0.00092,0,0,9.64633,0,0,0.00215,0,0.27077,0,0,0,0
Northern Vancouver Island Offshore,T11,-129.989,50.462,2002-06-19,10:59,Daylight,Bongo VNH,253,0.58,150,1000,25.54,42,0,0.3054,0,0,3.41199,0,0,0,0,0,0.33281,0,0,0,0,0.45592,0,0.07439,0,0,0,0,0,0,0.00081,0.66562,0,0,0.06852,0,0.01604,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-19,11:06,Daylight,SCOR VNH,236,0.56,100,110,12.29,182,12.94581,1.75752,5.62409,0.98942,41.29243,0,0.31538,0.99984,0.2109,2.37135,2.96176,0,0,0,0,13.56289,0,24.41253,6.92986,0,0,0.87486,0.03124,0,0.05832,1.13914,0.81237,0,0,0,0,0,14.09666,0,0
Northern Vancouver Island Offshore,T10,-129.828,50.542,2002-06-19,12:40,Daylight,Bongo VNH,253,0.58,150,1000,38.7,45,0.04134,1.09561,0,0,21.14869,0,0,0.21189,4.1385,0,0.06718,0.31421,0,0,0,2.92424,0,2.73488,1.29716,0,0,0,0,0,0,3.96899,0,0,1.6323,0,0.54458,0,0.01654,0,0
Saanich Inlet,BBV,-123.5,48.667,2002-06-19,14:20,Daylight,SCOR VNH,236,0.56,100,110,18.12,193,5.1808,0,4.3797,0.14128,14.53967,0,0.29338,1.41281,0.21059,0.06247,4.72716,0,0,0,0,4.29801,0,94.25606,4.97422,0,0.27726,0,0.01695,0,0,0.60044,0,0,0.41943,0,0,0,0,0,0
Northern Vancouver Island Shelf,T09,-129.652,50.618,2002-06-19,14:21,Daylight,Bongo VNH,253,0.58,150,1000,41.99,48,0,0.77638,0.06097,0,20.01307,0,0,0.39057,0.03001,0,0.26378,0,0,0,0,1.79624,0,0.0905,0,0,0.05982,0,0,0,0,0.2591,0,0,0.04382,0,0.17193,0,0.03582,0,0
Northern Vancouver Island Shelf,T08,-129.486,50.698,2002-06-19,16:05,Daylight,Bongo VNH,253,0.58,150,1000,38.7,51,0,1.64857,0,0,13.36961,0,0.10584,2.09044,0.94961,0,0.94368,0,0,0,0,1.62666,0,3.00646,1.9845,0,0.06491,0,0,0.11111,0,0.84341,0,0,0.08656,0,0.50009,0,0.16537,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-19,16:31,Daylight,SCOR VNH,236,0.56,100,110,17.46,198,1.70813,1.30584,1.75945,0.07331,17.10021,0,0.30446,4.96495,0.43414,0.64284,3.52623,0,0,0,0,14.85865,0,31.10194,4.84961,0,1.15097,0.12316,0,0,0.00953,0.31157,0,0,0,0,0.07522,0,7.2339,0,0
Northern Vancouver Island Shelf,T07,-129.214,50.825,2002-06-19,18:11,Daylight,Bongo VNH,253,0.58,70,90,21.86,54,0,0,0,0,43.58459,0,0.01139,0.01729,0.05764,0,2.74428,0,0,0,0,0.24877,0,30.34676,0,0,0.05746,0.09837,0.01757,0,0.01522,4.71363,0,0,0.5032,0,0,0,0,0,0
Northern Vancouver Island Shelf,T06,-128.992,50.933,2002-06-19,21:45,Daylight,Bongo VNH,253,0.58,50,60,11.23,57,0.91184,0,0.45592,0,76.27796,0,0,0,0,0,1.82369,0,0,0,0,0.13268,0,4.20482,0,0,0,0.21087,0,0,0,0.96883,0,0,0,0,0,0,0,0,0
Northern Vancouver Island Shelf,T05,-128.855,51.015,2002-06-20,7:09,Daylight,Bongo VNH,253,0.58,50,100,12,60,11.09333,0,2.56,0,37.08587,0,0,0,0,0,3.02267,0,0,0,0,0.059,0,39.03251,0,0,0,0,0.0768,0,0.22187,6.34667,0,0,0,0,0,0,0.74667,0,0
Northern Vancouver Island Shelf,T04,-128.731,51.074,2002-06-20,8:45,Daylight,Bongo VNH,253,0.58,50,100,12.38,63,0.82714,0,0,0,50.6086,0,0,0,0,0,0.09693,0,0,0,0,0.09903,0,0,0,0,0,0,0,0,0.02688,0.87884,0,0,0.00323,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-20,8:47,Daylight,SCOR VNH,236,0.56,100,110,14.98,200,12.86836,0,4.95594,0.21361,16.96791,0,0.38451,0,0.84112,0.6737,8.75193,0,0,0,0.01111,8.12711,0,67.92524,6.98355,0,0.33538,0.76134,0.0769,0,0.1333,5.08411,0,0,0,0,0,0,23.18824,0,0
Saanich Inlet,DCV,-123.5,48.667,2002-06-20,10:14,Daylight,SCOR VNH,236,0.56,100,110,17.24,210,0.15963,1.21044,12.25058,0.53828,6.76606,0,0.16705,0.35638,0.67006,0.52251,16.07516,0,0,0,0,7.85986,0,10.32714,3.87772,0,2.9884,0.06237,0.01782,0,0.02896,0,0,0,0.56265,0,0,0,4.3935,0,0
Northern Vancouver Island Shelf,T03,-128.594,51.142,2002-06-20,10:25,Daylight,Bongo VNH,253,0.58,130,140,36.57,66,0,0.15587,0,0,93.05024,0,0,0.22423,1.00082,0,0.79163,0,0,0,0,0.97681,0,9.1452,0.01613,0,0,0,0,0,0,0,0,0,0.53158,0,0,0,0,0,0
Saanich Inlet,DCV,-123.5,48.667,2002-06-20,11:17,Daylight,SCOR VNH,236,0.56,100,110,15.38,212,0.8489,0,8.07282,0.16645,10.79094,0,0.18726,1.93004,0.16385,0.43849,4.15136,0,0,0,0,8.9394,0,23.61509,3.8091,0,0.32666,0.13982,0,0,0.0233,0.35371,0,0,0,0,0,0,5.57607,0,0
Northern Vancouver Island Shelf,T02,-128.467,51.206,2002-06-20,12:16,Daylight,Bongo VNH,253,0.58,150,192,39.66,69,0,0,0.90368,0,86.43776,0,0.05023,0,0.12708,0,7.76601,0,0,0,0,6.8353,0,0.32274,0,0,0,0,0.00387,0,0,0.54866,0,0,0,0,0.08262,0,0.04357,0,0
Northern Vancouver Island Shelf,T01,-128.335,51.275,2002-06-20,14:00,Daylight,Bongo VNH,253,0.58,60,77,13.47,72,0.76021,0,5.32146,0.19005,30.67723,0,0.00668,0.01084,0.18708,0,0.04751,0,0,0,0,0.09503,0,15.34892,11.40312,0,0,0,0.0171,0,0.02471,8.7899,0,0,0,0,0,0,1.36243,0,0
Saanich Inlet,BBV,-123.5,48.667,2002-06-20,14:04,Daylight,SCOR VNH,236,0.56,100,110,18.01,215,7.07451,4.2643,3.2693,0.14214,17.94275,0,0.15991,1.98602,0.85508,0.80089,4.37045,2.70072,0,0,0,7.37013,0,115.67129,16.42967,0,1.70927,0.3582,0.00426,0,0.03696,0,0,0,0.53859,0,0,0,15.58956,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-20,15:10,Daylight,SCOR VNH,236,0.56,100,110,18.37,218,1.82558,0.71856,0,0.13936,28.01536,0,0.05422,0.93217,0.27436,0.58421,4.73903,0,0,0,0,13.3043,0,11.73653,4.26082,0,2.53108,0.35118,0.00418,0,0.01812,0,0,0,0,0.54349,0,0,0.04703,0,0
Hecate Strait,H01,-129.169,52.199,2002-06-21,7:14,Daylight,Bongo VNH,253,0.58,140,158,41.41,79,0,0,0,0,41.21861,0,0,0.20285,0.88747,0,1.42285,0.05564,0,0,0,0.90548,0,1.25574,0,0,0,0,0,0,0.00804,1.83917,0,0,0.00869,0,0,0,0,0,0
Saanich Inlet,DCV,-123.5,48.667,2002-06-21,8:41,Daylight,SCOR VNH,236,0.56,100,110,22.57,221,0.12477,0.67204,3.34604,0.69473,8.26881,0,0.0638,0.72113,0.11165,0.79167,17.35648,0,0,0,0,7.4779,0,17.55073,3.27302,0,0.2226,0,0.0017,0,0.01588,0.72308,0,0,0,0,0,0,2.41028,0,0
Hecate Strait,H02,-129.434,52.26,2002-06-21,9:26,Daylight,Bongo VNH,253,0.58,150,234,35.6,82,0.38202,0,0,0,33.23369,0,0,0,4.2,0,7.02899,0,0,0,0,1.48966,0,8.53529,0,0,0,0,0,0,0.74714,0,0,0,0,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-21,9:34,Daylight,SCOR VNH,236,0.56,100,110,17.83,225,4.46888,0,9.18901,0.08974,21.1645,0,0.24229,0.37936,0.28267,1.06024,6.02625,0,0,0.35895,0,8.77891,0,45.20247,1.98058,0,2.88951,0.0603,0.00646,0,0.01867,0,0,0,1.07684,0,0,0,2.60954,0,0
Saanich Inlet,BBV,-123.5,48.667,2002-06-21,10:37,Daylight,SCOR VNH,236,0.56,100,110,19.36,227,2.61818,2.98761,2.04959,0.01653,6.14611,0,0.07438,0.05145,0.26033,0.46528,3.06157,0,0,0,0,3.03967,0,90.95454,7.50239,0,1.33057,0.11107,0.02182,0,0.1514,2.52893,0,0,0,0,0.04522,0,4.69422,0,0
Hecate Strait,H03,-129.676,52.312,2002-06-21,11:23,Daylight,Bongo VNH,253,0.58,150,208,41.99,85,0,0,0,0,35.13093,0,0,0.00674,1.18076,0,1.25183,0,0,0,0,0.72259,0,0.65135,0,0,0,0,0,0,0.00793,3.13765,0,0,0,0,0,0,0,0,0
Hecate Strait,H04,-129.955,52.374,2002-06-21,13:41,Daylight,Bongo VNH,253,0.58,150,219,72.56,88,0,0.11577,0,0,37.91384,0,0,0,0.71803,0,0.62746,0,0,0,0,1.08038,0,1.27343,0,0,0,0,0,0,0,1.27288,0,0,0,0,0.01129,0,0,0,0
Hecate Strait,H05,-130.217,52.425,2002-06-21,15:49,Daylight,Bongo VNH,253,0.58,150,325,36.76,91,0,0,0,0,32.49555,0,0,0.03264,0.33188,0,0.3116,0.06268,0,0,0,1.33983,0,7.74756,4.17846,0,0.17519,0,0,0,0.00905,0.34575,0,0,0,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-21,16:06,Daylight,SCOR VNH,236,0.56,100,110,18.77,231,13.0455,0,7.36495,0.06819,32.99206,0,0,0.05306,0.40277,0.42216,9.27949,0,0,0,0,13.48919,0,15.57166,6.2775,0,0.53532,0.20458,0.09002,0,0.18003,3.47789,0,0,0,0,0,0,6.20565,0,0
Hecate Strait,H06,-130.483,52.484,2002-06-21,18:05,Daylight,Bongo VNH,253,0.58,150,176,38.5,94,0,0.40519,0,0,19.63737,0,0,0,0.36597,0,0.58068,0,0,0,0,0.19585,0,2.23818,1.99481,0,0,0,0,0,0.00864,0.99688,0,0,0,0,0,0,0.01122,0,0
Hecate Strait,H07,-130.733,52.537,2002-06-21,19:55,Daylight,Bongo VNH,253,0.58,110,120,29.22,97,0,0,0,0,9.51038,0,0,0.08214,0.41752,0,0.63827,0,0,0,0,0.23683,0,1.30047,0,0,0,0,0,0,0.01139,2.10129,0,0,0,0,0.01402,0,0,0,0
Hecate Strait,HS01,-130.119,53.246,2002-06-22,7:41,Daylight,Bongo VNH,253,0.58,90,107,22.25,100,0.23011,0,0.80539,0,12.89265,0,0.20647,0.26086,0.11326,0,0.60367,0.05178,0,0,0,0.26445,0,42.62921,0.02652,0,0,0.04832,0,0,0,1.22247,0,0,0.05393,0,0,0,0.44153,0.05178,0
Saanich Inlet,BBV,-123.5,48.667,2002-06-22,8:35,Daylight,SCOR VNH,236,0.56,100,110,16.99,234,1.55951,2.1189,0.90406,0.18834,12.06546,0,0.33902,0,0.29665,0.33031,4.38235,0,0,0,0,4.82401,0,81.00294,10.83022,0,0,0,0.01808,0,0.05876,3.20188,0,0.11301,0,0,0,0,1.9475,0,0
Hecate Strait,HS02,-130.33,53.382,2002-06-22,9:39,Daylight,Bongo VNH,253,0.58,90,107,22.25,103,1.8409,0,0.92045,0,64.62132,0,0.73636,0.02544,0.90607,0,7.00692,0,0,0,0,3.39991,0,244.5663,0,0,0,0,0,0,0,16.10786,0,0,0.0009,0,0,0,0,0,0
Saanich Inlet,PBV,-123.5,48.667,2002-06-22,10:30,Daylight,SCOR VNH,236,0.56,100,110,19.61,237,1.09332,0.29067,2.54564,0.13055,15.95071,0,0.07343,1.64916,1.02805,0.50954,5.38623,0,0,0,0,9.35604,0,19.93676,2.71266,0,0,0.15274,0.01762,0,0.10705,0,0,0,0,0,0.02232,0,1.82764,0,0
